"sample_id","cluster","class","subclass","Genes.Detected","donor","sex","roi","percent_reads_aligned_to_introns"
"LS-15547_S28_E1-50","Inh L2-5 VIP SERPINF1","GABAergic","VIP",3488,"H200.1030","M","MTG_L3",55.053985671718
"LS-15547_S38_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",5861,"H200.1030","M","MTG_L3",62.3095659708874
"LS-15547_S39_E1-50","Inh L2-5 VIP TYR","GABAergic","VIP",3750,"H200.1030","M","MTG_L3",54.1056832024008
"LS-15547_S45_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",4361,"H200.1030","M","MTG_L3",61.0967784619069
"LS-15548_S12_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",5009,"H200.1030","M","MTG_L3",61.1522643956544
"LS-15548_S16_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",2642,"H200.1030","M","MTG_L3",57.1667501474412
"LS-15548_S17_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",5811,"H200.1030","M","MTG_L3",59.2945062002042
"LS-15548_S20_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",6230,"H200.1030","M","MTG_L3",63.6404089229037
"LS-15548_S25_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",5714,"H200.1030","M","MTG_L3",66.0349214453785
"LS-15548_S28_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",3409,"H200.1030","M","MTG_L3",63.9973002771823
"LS-15548_S34_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",4190,"H200.1030","M","MTG_L3",59.3054468838211
"LS-15548_S40_E1-50","Endo L2-6 NOSTRIN","Non-neuronal","Endothelial",1624,"H200.1030","M","MTG_L3",53.031657570987
"LS-15548_S42_E1-50","Inh L1-3 VIP CHRM2","GABAergic","VIP",5585,"H200.1030","M","MTG_L3",63.1968071839882
"LS-15548_S54_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",4594,"H200.1030","M","MTG_L3",56.7260262311577
"LS-15548_S55_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",3695,"H200.1030","M","MTG_L3",57.7162352846258
"LS-15548_S58_E1-50","Inh L2-3 VIP CASC6","GABAergic","VIP",5055,"H200.1030","M","MTG_L3",56.9780621512588
"LS-15548_S60_E1-50","Inh L1-4 VIP OPRM1","GABAergic","VIP",3058,"H200.1030","M","MTG_L3",55.6766819068073
"LS-15548_S61_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",4673,"H200.1030","M","MTG_L3",56.9077522547407
"LS-15549_S04_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",4663,"H200.1030","M","MTG_L3",62.8907724263813
"LS-15549_S08_E1-50","Micro L1-6 TYROBP","Non-neuronal","Microglia",1579,"H200.1030","M","MTG_L3",44.9387037325971
"LS-15549_S18_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",3798,"H200.1030","M","MTG_L3",63.1136022655924
"LS-15549_S22_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",4977,"H200.1030","M","MTG_L3",60.0558729272609
"LS-15549_S26_E1-50","Inh L1-3 VIP CHRM2","GABAergic","VIP",4044,"H200.1030","M","MTG_L3",60.3052246368366
"LS-15549_S27_E1-50","Inh L1-3 SST CALB1","GABAergic","SST",2789,"H200.1030","M","MTG_L3",65.384911728355
"LS-15549_S28_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",5381,"H200.1030","M","MTG_L3",63.3216454260074
"LS-15549_S32_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1519,"H200.1030","M","MTG_L3",55.9184285760991
"LS-15549_S40_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1551,"H200.1030","M","MTG_L3",56.2124822289015
"LS-15549_S43_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",8412,"H200.1030","M","MTG_L3",57.5246421827756
"LS-15549_S46_E1-50","Inh L2-4 PVALB WFDC2","GABAergic","PVALB",3929,"H200.1030","M","MTG_L3",64.6183754277209
"LS-15549_S47_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",4314,"H200.1030","M","MTG_L3",58.2075633896739
"LS-15549_S48_E1-50","Micro L1-6 TYROBP","Non-neuronal","Microglia",1658,"H200.1030","M","MTG_L3",53.8186636689387
"LS-15549_S50_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",3651,"H200.1030","M","MTG_L3",62.1966169617389
"LS-15511_S02_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3550,"H200.1030","M","MTG_L3",59.4352663429346
"LS-15511_S04_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",4050,"H200.1030","M","MTG_L3",52.8912755338203
"LS-15397_S65_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",4118,"H200.1030","M","MTG_L4",53.386129483112
"LS-15397_S70_E1-50","Inh L4-6 SST GXYLT2","GABAergic","SST",2924,"H200.1030","M","MTG_L4",64.5510459449369
"LS-15397_S71_E1-50","Inh L4-6 PVALB SULF1","GABAergic","PVALB",3848,"H200.1030","M","MTG_L4",62.4656381178424
"LS-15504_S12_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",3775,"H200.1030","M","MTG_L4",51.0514948424851
"LS-15504_S18_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",3048,"H200.1030","M","MTG_L4",62.630992463564
"LS-15504_S21_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",4599,"H200.1030","M","MTG_L4",56.829476659261
"LS-15504_S23_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",4239,"H200.1030","M","MTG_L4",64.119201738318
"LS-15504_S26_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",5277,"H200.1030","M","MTG_L4",58.8015019901412
"LS-15504_S27_E1-50","Inh L2-4 VIP CBLN1","GABAergic","VIP",2219,"H200.1030","M","MTG_L4",53.2066493413505
"LS-15504_S31_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",3888,"H200.1030","M","MTG_L4",63.0708475863289
"LS-15504_S44_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",5589,"H200.1030","M","MTG_L4",53.1696997415717
"LS-15504_S45_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",4672,"H200.1030","M","MTG_L4",55.4956533883496
"LS-15505_S09_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",4635,"H200.1030","M","MTG_L4",59.0105732376755
"LS-15505_S19_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",3453,"H200.1030","M","MTG_L4",58.5999790209104
"LS-15505_S22_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4131,"H200.1030","M","MTG_L4",61.2359905877998
"LS-15505_S23_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",4380,"H200.1030","M","MTG_L4",61.3434180877975
"LS-15505_S27_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",3021,"H200.1030","M","MTG_L4",56.6672387739743
"LS-15505_S28_E1-50","Inh L2-5 VIP SERPINF1","GABAergic","VIP",3251,"H200.1030","M","MTG_L4",55.8881365308457
"LS-15505_S29_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",5732,"H200.1030","M","MTG_L4",56.2014265431284
"LS-15505_S30_E1-50","Inh L2-5 VIP TYR","GABAergic","VIP",3095,"H200.1030","M","MTG_L4",55.1408327633874
"LS-15505_S37_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",5265,"H200.1030","M","MTG_L4",56.1250117425354
"LS-15505_S38_E1-50","Inh L2-4 VIP CBLN1","GABAergic","VIP",3380,"H200.1030","M","MTG_L4",51.657935980185
"LS-15505_S40_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",2104,"H200.1030","M","MTG_L4",53.8389425700002
"LS-15516_S09_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",4141,"H200.1030","M","MTG_L4",59.1846873002941
"LS-15516_S14_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",3882,"H200.1030","M","MTG_L4",56.9024104224115
"LS-15516_S20_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",3957,"H200.1030","M","MTG_L4",58.8785348160523
"LS-15516_S28_E1-50","Exc L3-5 RORB COL22A1","Glutamatergic","L4 IT",3728,"H200.1030","M","MTG_L4",55.2747708493887
"LS-15516_S31_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",2414,"H200.1030","M","MTG_L4",61.9901040030104
"LS-15516_S48_E1-50","Inh L2-5 PVALB SCUBE3","GABAergic","Chandelier",3241,"H200.1030","M","MTG_L4",49.5249626849603
"LS-15517_S27_E1-50","Inh L2-5 VIP SERPINF1","GABAergic","VIP",4716,"H200.1030","M","MTG_L4",56.7284801522477
"LS-15517_S34_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",3124,"H200.1030","M","MTG_L4",62.5459845918717
"LS-15517_S52_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",4250,"H200.1030","M","MTG_L4",56.2237896835412
"LS-15517_S55_E1-50","Inh L4-5 PVALB MEPE","GABAergic","PVALB",4666,"H200.1030","M","MTG_L4",54.1691257177188
"LS-15517_S60_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",1308,"H200.1030","M","MTG_L4",43.2824045582106
"LS-15517_S61_E1-50","Inh L2-6 VIP QPCT","GABAergic","VIP",5109,"H200.1030","M","MTG_L4",62.14668600376
"LS-15517_S62_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",3021,"H200.1030","M","MTG_L4",62.8308313785597
"LS-15517_S68_E1-50","Inh L4-6 PVALB SULF1","GABAergic","PVALB",3167,"H200.1030","M","MTG_L4",38.7824253163225
"LS-15517_S69_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",5636,"H200.1030","M","MTG_L4",56.7556512575086
"LS-15517_S70_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",4211,"H200.1030","M","MTG_L4",52.3414928465951
"LS-15517_S71_E1-50","Inh L4-5 PVALB MEPE","GABAergic","PVALB",4517,"H200.1030","M","MTG_L4",64.6554702816244
"LS-15517_S79_E1-50","Exc L5-6 RORB TTC12","Glutamatergic","L5 IT",4076,"H200.1030","M","MTG_L4",63.0967563308474
"LS-15518_S25_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",2774,"H200.1030","M","MTG_L4",58.631837900455
"LS-15518_S26_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",4163,"H200.1030","M","MTG_L4",58.0618997675153
"LS-15518_S37_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",4670,"H200.1030","M","MTG_L4",55.4251254337219
"LS-15518_S41_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",5624,"H200.1030","M","MTG_L4",55.3308911227807
"LS-15518_S42_E1-50","Inh L2-4 PVALB WFDC2","GABAergic","PVALB",4648,"H200.1030","M","MTG_L4",53.2043479712399
"LS-15518_S46_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",3991,"H200.1030","M","MTG_L4",63.7150198404329
"LS-15511_S12_E1-50","Inh L2-4 SST FRZB","GABAergic","SST",4006,"H200.1030","M","MTG_L4",61.1798168035212
"LS-15511_S14_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",3117,"H200.1030","M","MTG_L4",59.1316839195302
"LS-15511_S18_E1-50","Inh L4-6 SST GXYLT2","GABAergic","SST",4174,"H200.1030","M","MTG_L4",57.6775399757084
"LS-15511_S20_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",6450,"H200.1030","M","MTG_L4",62.1662355459462
"LS-15506_S10_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",2430,"H200.1030","M","MTG_L4",58.9037537862352
"LS-15506_S15_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",5905,"H200.1030","M","MTG_L4",58.7931679857988
"LS-15506_S19_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",3825,"H200.1030","M","MTG_L4",58.1964394708663
"LS-15502_S42_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",2129,"H200.1030","M","MTG_L4",51.6782477212799
"LS-15502_S44_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",6994,"H200.1030","M","MTG_L4",59.5362644259725
"LS-15502_S47_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",5314,"H200.1030","M","MTG_L4",60.2982677933806
"LS-15502_S48_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",2333,"H200.1030","M","MTG_L4",63.3331774058224
"LS-15502_S53_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",4192,"H200.1030","M","MTG_L4",59.5951745992868
"LS-15502_S61_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",3958,"H200.1030","M","MTG_L4",57.450616726945
"LS-15502_S71_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",4610,"H200.1030","M","MTG_L4",54.9356574687818
"LS-15502_S72_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",3309,"H200.1030","M","MTG_L4",49.7693758330904
"LS-15502_S73_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",4382,"H200.1030","M","MTG_L5",53.349416576171
"LS-15502_S74_E1-50","Exc L5-6 THEMIS DCSTAMP","Glutamatergic","L6 IT",5960,"H200.1030","M","MTG_L5",56.581819202001
"LS-15502_S75_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",3484,"H200.1030","M","MTG_L5",52.3189392553134
"LS-15502_S76_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4399,"H200.1030","M","MTG_L5",49.8891609703923
"LS-15502_S77_E1-50","Inh L3-6 SST NPY","GABAergic","Sst Chodl",4648,"H200.1030","M","MTG_L5",49.6825474102619
"LS-15502_S84_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",5256,"H200.1030","M","MTG_L5",54.8064400254549
"LS-15502_S87_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",5445,"H200.1030","M","MTG_L5",52.5234178749678
"LS-15504_S54_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",4482,"H200.1030","M","MTG_L5",62.6453574263396
"LS-15504_S56_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",3732,"H200.1030","M","MTG_L5",56.6289847451559
"LS-15504_S66_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",4939,"H200.1030","M","MTG_L5",54.413653008446
"LS-15504_S69_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",5025,"H200.1030","M","MTG_L5",56.8050553496809
"LS-15504_S70_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",3638,"H200.1030","M","MTG_L5",63.3323344523175
"LS-15504_S71_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3617,"H200.1030","M","MTG_L5",56.0481823098011
"LS-15504_S72_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1344,"H200.1030","M","MTG_L5",53.50628633059
"LS-15505_S50_E1-50","Exc L5-6 RORB TTC12","Glutamatergic","L5 IT",5820,"H200.1030","M","MTG_L5",59.6167659258673
"LS-15505_S51_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",3462,"H200.1030","M","MTG_L5",59.8257401657623
"LS-15505_S54_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",3474,"H200.1030","M","MTG_L5",55.0945767126468
"LS-15505_S55_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",5581,"H200.1030","M","MTG_L5",55.6782938708617
"LS-15505_S56_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1737,"H200.1030","M","MTG_L5",48.3092076281555
"LS-15505_S58_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",4503,"H200.1030","M","MTG_L5",52.4691907916821
"LS-15505_S59_E1-50","Exc L5-6 RORB TTC12","Glutamatergic","L5 IT",5245,"H200.1030","M","MTG_L5",56.4420313030102
"LS-15505_S61_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",3014,"H200.1030","M","MTG_L5",38.1272750053599
"LS-15505_S67_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4751,"H200.1030","M","MTG_L5",54.279997249074
"LS-15505_S69_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",5615,"H200.1030","M","MTG_L5",56.6818582879195
"LS-15505_S72_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",2684,"H200.1030","M","MTG_L5",55.9040385795258
"LS-15511_S27_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",5912,"H200.1030","M","MTG_L5",56.968679469722
"LS-15511_S28_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",2976,"H200.1030","M","MTG_L5",52.65818048928
"LS-15511_S34_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",5593,"H200.1030","M","MTG_L5",55.9123314674584
"LS-15511_S36_E1-50","Inh L3-6 SST NPY","GABAergic","Sst Chodl",4858,"H200.1030","M","MTG_L5",59.0778670626957
"LS-15511_S38_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",3039,"H200.1030","M","MTG_L5",62.9228475165697
"LS-15518_S61_E1-50","Exc L5-6 FEZF2 IL15","Glutamatergic","L6b",5138,"H200.1030","M","MTG_L5",64.0289834850082
"LS-15518_S63_E1-50","Exc L5-6 RORB TTC12","Glutamatergic","L5 IT",6120,"H200.1030","M","MTG_L5",63.6254767222608
"LS-15518_S66_E1-50","Exc L5-6 FEZF2 EFTUD1P1","Glutamatergic","L6b",6297,"H200.1030","M","MTG_L5",58.3060221014656
"LS-15518_S68_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",4262,"H200.1030","M","MTG_L5",47.9177634268075
"LS-15518_S71_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",4687,"H200.1030","M","MTG_L5",59.2322719618004
"LS-15518_S76_E1-50","Inh L2-6 VIP QPCT","GABAergic","VIP",3450,"H200.1030","M","MTG_L5",59.6075988770188
"LS-15518_S79_E1-50","Inh L4-6 PVALB SULF1","GABAergic","PVALB",3738,"H200.1030","M","MTG_L5",55.7756521845254
"LS-15518_S80_E1-50","Endo L2-6 NOSTRIN","Non-neuronal","Endothelial",1667,"H200.1030","M","MTG_L5",46.9587522966225
"LS-15518_S81_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",5334,"H200.1030","M","MTG_L5",52.4446742125099
"LS-15518_S84_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",7507,"H200.1030","M","MTG_L5",54.5048007099509
"LS-15518_S86_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",6791,"H200.1030","M","MTG_L5",58.143733668213
"LS-15516_S58_E1-50","Exc L5-6 THEMIS DCSTAMP","Glutamatergic","L6 IT",5673,"H200.1030","M","MTG_L5",59.2664178197668
"LS-15516_S60_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",5168,"H200.1030","M","MTG_L5",53.672030850343
"LS-15516_S68_E1-50","Inh L5-6 SST TH","GABAergic","SST",4674,"H200.1030","M","MTG_L5",52.1931690891565
"LS-15516_S71_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",5118,"H200.1030","M","MTG_L5",57.6572770582256
"LS-15516_S73_E1-50","Inh L4-6 SST GXYLT2","GABAergic","SST",5382,"H200.1030","M","MTG_L5",53.9722786744658
"LS-15516_S78_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",4877,"H200.1030","M","MTG_L5",57.2665502460007
"LS-15516_S84_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",3817,"H200.1030","M","MTG_L5",59.5112748200688
"LS-15516_S87_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",4731,"H200.1030","M","MTG_L5",56.5809432001176
"LS-15506_S25_E1-50","Inh L4-6 PVALB SULF1","GABAergic","PVALB",3226,"H200.1030","M","MTG_L5",59.6293873963375
"LS-15506_S30_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",6206,"H200.1030","M","MTG_L5",53.972576711769
"LS-15506_S36_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",5416,"H200.1030","M","MTG_L5",58.8118499882175
"LS-15506_S39_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",4250,"H200.1030","M","MTG_L5",53.0927110624081
"LS-15506_S43_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",4515,"H200.1030","M","MTG_L5",55.4387257443819
"LS-15506_S44_E1-50","Inh L5-6 SST KLHDC8A","GABAergic","SST",4054,"H200.1030","M","MTG_L5",47.2359214308489
"LS-15506_S45_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",4095,"H200.1030","M","MTG_L5",53.3454059703782
"LS-15506_S46_E1-50","Exc L5-6 RORB TTC12","Glutamatergic","L5 IT",4828,"H200.1030","M","MTG_L5",60.7593751642184
"LS-15506_S57_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",4264,"H200.1030","M","MTG_L5",54.5311188107279
"LS-15506_S59_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",5739,"H200.1030","M","MTG_L5",58.8136421761469
"LS-15506_S60_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",4757,"H200.1030","M","MTG_L5",50.4270231438658
"LS-15506_S62_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",4382,"H200.1030","M","MTG_L5",56.1785903581825
"LS-15506_S66_E1-50","Exc L5-6 FEZF2 EFTUD1P1","Glutamatergic","L6b",6193,"H200.1030","M","MTG_L5",55.5294544890064
"LS-15506_S67_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",5389,"H200.1030","M","MTG_L5",56.3287169619557
"LS-15503_S19_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",4909,"H200.1030","M","MTG_L5",59.65871382111
"LS-15503_S37_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",5826,"H200.1030","M","MTG_L5",60.640270365763
"LS-15503_S38_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",5391,"H200.1030","M","MTG_L5",50.110624700993
"LS-15503_S40_E1-50","Micro L1-6 TYROBP","Non-neuronal","Microglia",1953,"H200.1030","M","MTG_L5",58.9703751390334
"LS-15503_S41_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",7401,"H200.1030","M","MTG_L5",60.3249130510845
"LS-15503_S43_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",4775,"H200.1030","M","MTG_L5",58.9212457116166
"LS-15503_S44_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",3940,"H200.1030","M","MTG_L5",58.7591431046953
"LS-15503_S46_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",6642,"H200.1030","M","MTG_L5",62.3689218611744
"LS-15503_S48_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1734,"H200.1030","M","MTG_L5",60.7042374997667
"LS-15397_S82_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",6729,"H200.1030","M","MTG_L5",60.6449375290335
"LS-15397_S92_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",5036,"H200.1030","M","MTG_L5",58.037406528307
"LS-15503_S54_E1-50","Exc L5-6 FEZF2 EFTUD1P1","Glutamatergic","L6b",6852,"H200.1030","M","MTG_L6",61.1962747547348
"LS-15503_S59_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",6034,"H200.1030","M","MTG_L6",57.8477578271933
"LS-15503_S61_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",7512,"H200.1030","M","MTG_L6",43.041306849158
"LS-15503_S63_E1-50","Inh L5-6 SST KLHDC8A","GABAergic","SST",5226,"H200.1030","M","MTG_L6",57.2588668348872
"LS-15503_S69_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",6435,"H200.1030","M","MTG_L6",63.7755440692109
"LS-15503_S76_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",6063,"H200.1030","M","MTG_L6",53.0925435192953
"LS-15503_S77_E1-50","Exc L6 FEZF2 SCUBE1","Glutamatergic","L6b",6877,"H200.1030","M","MTG_L6",39.1039451875288
"LS-15503_S83_E1-50","Inh L5-6 LHX6 GLP1R","GABAergic","PVALB",4431,"H200.1030","M","MTG_L6",64.8892049702316
"LS-15503_S89_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",6432,"H200.1030","M","MTG_L6",56.4449667134411
"LS-15503_S93_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",6085,"H200.1030","M","MTG_L6",60.279996717959
"LS-15503_S94_E1-50","Exc L5-6 FEZF2 EFTUD1P1","Glutamatergic","L6b",6322,"H200.1030","M","MTG_L6",56.0522016770776
"LS-15504_S77_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",5464,"H200.1030","M","MTG_L6",64.6249308538359
"LS-15504_S82_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",5378,"H200.1030","M","MTG_L6",62.696382844967
"LS-15504_S83_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",6481,"H200.1030","M","MTG_L6",58.3490931284639
"LS-15504_S90_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",5874,"H200.1030","M","MTG_L6",58.4600236173477
"LS-15504_S91_E1-50","Inh L5-6 SST KLHDC8A","GABAergic","SST",4870,"H200.1030","M","MTG_L6",62.25396356774
"LS-15505_S83_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",4363,"H200.1030","M","MTG_L6",61.6000918169688
"LS-15505_S85_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",6284,"H200.1030","M","MTG_L6",54.9273687238645
"LS-15517_S81_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",5950,"H200.1030","M","MTG_L6",56.3643458209733
"LS-15517_S84_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",5099,"H200.1030","M","MTG_L6",59.5516074048781
"LS-15517_S85_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",2992,"H200.1030","M","MTG_L6",51.1779066204212
"LS-15517_S86_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",6358,"H200.1030","M","MTG_L6",37.9803060235236
